document,class_name,class_index,dataset_type
predict performance distribute knowledge base system modeling approach,1,0,train
statistical knowledge sense resolution,1,0,train
image denoising base fuzzy intra scale dependency wavelet transform domain,2,2,train
accurate time series,3,3,train
interactive information management,0,1,train
trade solution quality fast computation algorithm,1,0,train
dynamic cluster technique physical database design,0,1,train
spectral unify subspace learning framework content base image retrieval,2,2,train
production system discover empirical law,1,0,train
generate accurate rule set global optimization,1,0,train
explain text clustering result semantic structure,3,3,train
online mine stream association large sensor network,3,3,train
transfer continuous reinforcement learning domain,1,0,train
image deblurre denoise color prior,2,2,train
temporal pattern social medium stream discovery evolution joint analysis content context,2,2,train
learn heuristic solve problem,1,0,train
fast motion estimation search,2,2,train
logical summary datum model statistical database,0,1,train
gender identification facial image,2,2,train
sparse square classifier,3,3,train
efficient scale space auto context image segmentation labeling,2,2,train
block base video segmentation algorithm,2,2,train
lexical constraint speech recognition,1,0,train
evaluation parallel database machine dependent,0,1,train
deformable image optical,2,2,train
long high order active contour energy application network extraction image,2,2,train
tool modular database design,0,1,train
neural model guide navigation world,1,0,train
base local search,1,0,train
approach texture feature extraction application text localization video image,2,2,train
universal temporal extension database language,0,1,train
recognize human action spatio temporal appearance motion descriptor,2,2,train
global training document processing system graph network,2,2,train
dynamic real time forecasting online auction functional model,3,3,train
flow fast geodesic active contour,2,2,train
processing source integration system,0,1,train
color image analysis fuzzy set theory,2,2,train
pass aggregation algorithm optimal buffer size olap,0,1,train
tractable concept language,1,0,train
contextual dependency unsupervise word segmentation,1,0,train
feature modulation application music emotion classification,2,2,train
implementation method compute uncertainty infer probability belief network,1,0,train
alternative inference qualitative choice logic,1,0,train
supervised latent semantic indexing adaptive,1,0,train
large scale constraint,0,1,train
virtual scheduling technique video demand server,0,1,train
sparse multiple kernel learn discriminant analysis,3,3,train
single planning paradigm planning,1,0,train
incremental computation perfect information influence diagram,1,0,train
efficient implementation back propagation algorithm connection machine,1,0,train
probabilistic evidence combination,1,0,train
mining social medium,0,1,train
directional camera vision system operation,2,2,train
unsupervised activity recognition automatically common sense,1,0,train
video effect production,2,2,train
datum dependent bound bayesian mixture method,1,0,train
inference approach robust visual tracking,2,2,train
update inconsistency repair knowledge basis,0,1,train
tree pattern algebra,0,1,train
efficient update retrieval object multiresolution database,0,1,train
network image segmentation color,1,0,train
